OFL	random	0.000377744540414	0.000153781555073	-2.1083903792
MOX	random	0.000193126805697	0.000152791707756	-0.988494964158
PZA	random	0.000409749191585	0.000152879765188	-2.14427578657
PRO	random	0.000273563768411	0.000149737541352	-1.71028119062
RIF	random	0.000538775119596	0.000152935992415	-2.33415256201
STR	random	0.000543019629556	0.000149608561359	-2.34942823602
CAP	random	0.000358512387526	0.000152383026439	-2.10280913249
K	random	0.000297519775155	0.000152933869105	-1.81370953286
AMI	random	0.000165812348044	0.000150713283969	-0.475907436683
Et	random	0.000319016439163	0.000152651555113	-1.89879755431
INH	random	0.000594549751368	0.000152782924346	-2.37811357515
EMB	random	0.000457930367862	0.000154237731272	-2.25676553251
